20180119,190001,24559,4,Sell,0,1949909332
20180119,190001,24559,2,Sell,0,1949909352
20180119,190001,24559,1,Sell,0,1949909370
20180119,190001,24532,1,Sell,0,1949909829
20180119,190003,24520,1,Sell,0,1949910047
20180119,190003,24519,3,Sell,0,1949910051
20180119,190003,24518,1,Sell,0,1949910101
20180119,190003,24517,5,Sell,0,1949910102
20180119,190003,24515,2,Sell,0,1949910103
20180119,190003,24515,5,Sell,0,1949910104
20180119,190003,24513,5,Sell,0,1949910105
20180119,190003,24512,1,Sell,0,1949910106
20180119,190003,24512,11,Sell,0,1949910107
20180119,190003,24512,1,Sell,0,1949910219
20180119,190003,24530,2,Sell,0,1949910221
20180119,190004,24530,8,Sell,0,1949910407
20180119,190005,24513,5,Sell,0,1949910560
20180119,190005,24512,5,Sell,0,1949910561
20180119,190006,24513,5,Sell,0,1949910581
20180119,190006,24512,7,Sell,0,1949910582
20180119,190007,24521,1,Sell,0,1949910751
20180119,190007,24526,1,Sell,0,1949910775
20180119,190007,24516,12,Sell,0,1949910833
20180119,190009,24517,3,Sell,0,1949911071
20180119,190010,24524,2,Sell,0,1949911146
20180119,190011,24524,2,Sell,0,1949911166
20180119,190011,24524,1,Sell,0,1949911203
20180119,190011,24524,1,Sell,0,1949911217
20180119,190011,24524,2,Sell,0,1949911223
20180119,190011,24524,1,Sell,0,1949911228
20180119,190011,24524,2,Sell,0,1949911234
20180119,190012,24524,2,Sell,0,1949911241
20180119,190012,24524,2,Sell,0,1949911242
20180119,190012,24524,10,Sell,0,1949911248
20180119,190013,24534,3,Sell,0,1949911370
20180119,190015,24534,2,Sell,0,1949911390
20180119,190017,24531,2,Sell,0,1949911462
20180119,190024,24534,1,Sell,0,1949911749
20180119,190030,24529,2,Sell,0,1949911968
20180119,190033,24534,2,Sell,0,1949912012
20180119,190033,24534,2,Sell,0,1949912013
20180119,190033,24534,2,Sell,0,1949912014
20180119,190033,24537,3,Sell,0,1949912015
20180119,190033,24536,25,Sell,0,1949912016
20180119,190033,24537,5,Sell,0,1949912017
20180119,190033,24539,1,Sell,0,1949912028
20180119,190048,24525,3,Sell,0,1949912301
20180119,190054,24523,2,Sell,0,1949912412
20180119,190055,24536,2,Sell,0,1949912422
20180119,190100,24536,2,Sell,0,1949912588
20180119,190101,24523,2,Sell,0,1949912676
20180119,190105,24523,3,Sell,0,1949912770
20180119,190111,24530,1,Sell,0,1949912908
20180119,190111,24526,2,Sell,0,1949912909
20180119,190117,24531,5,Sell,0,1949913109
20180119,190117,24531,2,Sell,0,1949913110
20180119,190117,24531,2,Sell,0,1949913111
20180119,190117,24531,2,Sell,0,1949913112
20180119,190117,24531,10,Sell,0,1949913147
20180119,190117,24531,5,Sell,0,1949913148
20180119,190117,24531,13,Sell,0,1949913149
20180119,190117,24531,11,Sell,0,1949913150
20180119,190118,24532,1,Sell,0,1949913256
20180119,190120,24526,3,Sell,0,1949913292
20180119,190121,24523,1,Sell,0,1949913366
20180119,190121,24522,1,Sell,0,1949913367
20180119,190122,24532,4,Sell,0,1949913375
20180119,190122,24532,2,Sell,0,1949913376
20180119,190122,24532,2,Sell,0,1949913377
20180119,190122,24532,2,Sell,0,1949913378
20180119,190122,24532,2,Sell,0,1949913379
20180119,190122,24533,2,Sell,0,1949913380
